Date,open,high,low,close,volume,change,1month_close,1month_change,TARGET,_qcut,macd,macd_signal,macd_hist,bol_upperband,bol_middleband,bol_lowerband,bolinger_pca
2013-10-04,95500,95500,94300,94500,48902,-0.010471204188481686,87100.0,-0.07830687830687831,-5.0,-5.0,1933.4153084017744,1626.6456118514493,306.7696965503251,97130.6071999438,90975.0,84819.3928000562,-46862.576786042046
2013-10-07,94000,94900,93600,94700,36533,0.002116402116402183,85200.0,-0.1003167898627244,-10.0,-10.0,1925.1981478563102,1686.3561190524215,238.84202880388875,97266.12885395791,91430.0,85593.87114604209,-46121.026553821685
2013-10-08,94700,95000,92700,94600,44582,-0.001055966209081327,83500.0,-0.11733615221987315,-10.0,-10.0,1888.8434135502466,1726.8535779519866,161.98983559826002,97268.43409324107,91865.0,86461.56590675893,-45429.185185544324
2013-10-10,94900,95500,93900,94000,58754,-0.006342494714587699,81900.0,-0.12872340425531914,-10.0,-10.0,1790.9718306774012,1739.6772284970696,51.294602180331594,97079.28566146175,92250.0,87420.71433853825,-44842.57597274831
2013-10-11,94300,95000,93600,94000,64796,0.0,81600.0,-0.13191489361702127,-10.0,-10.0,1693.881880213754,1730.5181588404064,-36.636278626652484,96933.84158922988,92575.0,88216.15841077012,-44345.473240129446
2013-10-14,93300,93800,92300,92300,32173,-0.018085106382978777,82700.0,-0.10400866738894908,-10.0,-10.0,1462.8982223836647,1676.9941715490581,-214.09594916539345,96507.30280448394,92815.0,89122.69719551606,-44021.29762459532
2013-10-15,92500,93500,91800,92900,45435,0.00650054171180936,84800.0,-0.08719052744886975,-5.0,-5.0,1313.120163144893,1604.2193698682252,-291.09920672333214,96019.32424718888,93060.0,90100.67575281112,-43697.43550484954
2013-10-16,93000,93400,89400,89700,58939,-0.034445640473627526,83000.0,-0.07469342251950947,-5.0,-5.0,925.537693221122,1468.4830345388045,-542.9453413176825,96036.59353366618,93055.0,90073.40646633382,-43703.06184870407
2013-10-17,90600,90600,86800,89700,76060,0.0,83500.0,-0.06911928651059086,-5.0,-5.0,611.3287758367514,1297.052182798394,-685.7234069616425,96160.8094198158,93010.0,89859.1905801842,-43757.89560735437
2013-10-18,89100,89400,87100,87900,47383,-0.02006688963210701,83200.0,-0.053469852104664393,-5.0,-5.0,214.59724482805177,1080.5611952043255,-865.9639503762737,96637.87489907062,92845.0,89052.12510092938,-43956.04708352812
2013-10-21,88000,89800,88000,89200,31188,0.014789533560864543,82900.0,-0.07062780269058296,-5.0,-5.0,5.025848797551589,865.4541259229707,-860.4282771254191,96804.67710894727,92740.0,88675.32289105273,-44100.53767056497
2013-10-22,88800,90600,88800,89800,41361,0.006726457399103047,82500.0,-0.08129175946547884,-5.0,-5.0,-111.36229166848352,670.0908424046798,-781.4531340731634,96875.17605270018,92615.0,88354.82394729982,-44289.773214580215
2013-10-23,89800,89800,88500,88500,18679,-0.014476614699331813,82600.0,-0.06666666666666667,-5.0,-5.0,-304.9841989661654,475.07583413051077,-780.0600330966762,97059.26401064066,92440.0,87820.73598935934,-44543.22020555037
2013-10-24,89000,90200,88500,89700,27700,0.013559322033898313,84800.0,-0.054626532887402456,-5.0,-5.0,-357.4801753507636,308.5646322342559,-666.0448075850195,97009.90526221313,92260.0,87510.09473778687,-44836.00865030137
2013-10-25,90100,90100,88500,88900,27731,-0.00891861761426982,84900.0,-0.04499437570303712,-3.0,-3.0,-458.3533172435418,155.18104233869636,-613.5343595822382,96948.36267199564,92025.0,87101.63732800436,-45217.87052177888
2013-10-28,89000,89900,87600,89800,32963,0.01012373453318327,84900.0,-0.05456570155902005,-5.0,-5.0,-460.36670969806437,32.07149193134421,-492.4382016294086,96793.73975925335,91835.0,86876.26024074665,-45540.71167015156
2013-10-29,89800,90300,89300,90000,24027,0.00222717149220486,84800.0,-0.057777777777777775,-5.0,-5.0,-440.7433937043388,-62.49148519579239,-378.2519085085464,96579.1564628617,91645.0,86710.8435371383,-45871.61600947995
2013-10-30,90000,90500,88300,89100,38907,-0.010000000000000009,84700.0,-0.04938271604938271,-3.0,-5.0,-492.1411558892578,-148.42141933448548,-343.71973655477234,96493.826900978,91465.0,86436.173099022,-46169.24164038749
2013-10-31,89400,89400,87500,88500,63430,-0.006734006734006703,84400.0,-0.04632768361581921,-3.0,-3.0,-574.6648595282895,-233.6701073732463,-340.9947521550432,96149.48593136744,91165.0,86180.51406863256,-46692.4651843041
2013-11-01,87800,88500,87300,87900,21356,-0.006779661016949157,86800.0,-0.012514220705346985,-3.0,-3.0,-680.6345434673713,-323.0629945920713,-357.5715488753,95543.26649106583,90785.0,86026.73350893417,-47378.08309885805
2013-11-04,88000,88300,87100,87500,13667,-0.004550625711035261,85700.0,-0.02057142857142857,-3.0,-3.0,-787.8115375111811,-416.01270317589325,-371.79883433528784,95077.10081751786,90435.0,85792.89918248214,-47997.17542157613
2013-11-05,87100,87400,85900,86100,14973,-0.016000000000000014,87000.0,0.010452961672473868,0.0,0.0,-974.4851193117502,-527.7071864030646,-446.77793290868556,94579.92076434116,90005.0,85430.07923565884,-48747.61659557768
2013-11-06,86300,87800,86300,87500,9641,0.016260162601626105,87000.0,-0.005714285714285714,-3.0,0.0,-997.9531948613585,-621.7563880947234,-376.19680676663506,93828.27715691528,89650.0,85471.72284308472,-49413.04728733197
2013-11-07,87100,87900,87100,87300,16899,-0.0022857142857143353,85700.0,-0.018327605956471937,-3.0,-3.0,-1020.9215937123518,-701.589429218249,-319.3321644941027,93100.37976958719,89315.0,85529.62023041281,-50043.490153094725
2013-11-08,85700,87700,85700,87400,65135,0.001145475372279492,85600.0,-0.020594965675057208,-3.0,-3.0,-1019.3051359037199,-765.1325705553432,-254.17256534837668,92184.54684291386,88985.0,85785.45315708614,-50691.25707162844
2013-11-11,86800,88200,85900,87100,46241,-0.003432494279176246,86500.0,-0.006888633754305396,-3.0,0.0,-1030.3542913425044,-818.1769147127754,-212.177376629729,91636.95810409421,88725.0,85813.04189590579,-51178.22333001753
2013-11-12,87000,87400,85100,85200,37629,-0.021814006888633775,88300.0,0.036384976525821594,1.0,1.0,-1178.8360593775433,-890.308743645729,-288.52731573181427,90964.04268257969,88340.0,85715.95731742031,-51880.75884351525
2013-11-13,85000,85100,83400,83500,60763,-0.0199530516431925,88500.0,0.059880239520958084,1.0,1.0,-1417.3464353664895,-995.716281989881,-421.6301533766084,91318.8295790448,88030.0,84741.1704209552,-52325.8642264003
2013-11-14,83700,83900,81500,81900,51497,-0.019161676646706538,86800.0,0.05982905982905983,1.0,1.0,-1715.696770567345,-1139.712379705374,-575.9843908619712,91783.1389066745,87640.0,83496.8610933255,-52883.41972989422
2013-11-15,81900,82700,81400,81600,46409,-0.00366300366300365,87900.0,0.07720588235294118,1.0,3.0,-1953.8265571712254,-1302.5352151985442,-651.2913419726813,92229.23286559682,87325.0,82420.76713440318,-53324.19520403286
2013-11-18,82000,83100,81900,82700,51151,0.013480392156862697,86700.0,0.04836759371221282,1.0,1.0,-2030.3803608389862,-1448.1042443266326,-582.2761165123536,92215.74539255895,87000.0,81784.25460744105,-53842.67030487888
2013-11-19,82700,84800,82700,84800,31427,0.025392986698911768,87500.0,0.031839622641509434,1.0,1.0,-1899.69880689391,-1538.423156840088,-361.2756500538219,91883.61471090303,86750.0,81616.38528909697,-54284.76550215562
2013-11-20,84000,84100,82800,83000,72883,-0.021226415094339646,85600.0,0.03132530120481928,1.0,1.0,-1919.2537283683487,-1614.5892711457402,-304.66445722260846,91790.21401262452,86475.0,81159.78598737548,-54734.50059401399
2013-11-21,83200,84100,82600,83500,20784,0.006024096385542244,85200.0,0.02035928143712575,0.0,0.0,-1872.8166585449799,-1666.234748625588,-206.58190991939182,91414.48568909374,86165.0,80915.51431090626,-55277.842234847725
2013-11-22,83400,83800,82500,83200,24471,-0.003592814371257469,84000.0,0.009615384615384616,-3.0,0.0,-1839.0233228309953,-1700.7924634666695,-138.23085936432585,91123.51027461566,85880.0,80636.48972538434,-55770.04352006503
2013-11-25,83400,85000,82700,82900,15262,-0.0036057692307692735,85000.0,0.025331724969843185,0.0,0.0,-1815.5211558433366,-1723.738201942003,-91.78295390133371,90606.59738149629,85535.0,80463.40261850371,-56388.01145423494
2013-11-26,83100,83500,82200,82500,18817,-0.004825090470446325,84500.0,0.024242424242424242,0.0,0.0,-1808.326909276453,-1740.6559434088929,-67.6709658675602,89957.24921178794,85160.0,80362.75078821206,-57071.48048144243
2013-11-27,82500,83000,81600,82600,31439,0.00121212121212122,84700.0,0.025423728813559324,0.0,0.0,-1774.1054692679027,-1747.3458485806948,-26.75962068720787,89395.38375578196,84835.0,80274.61624421804,-57663.69887950345
2013-11-28,83100,85200,83100,84800,76094,0.026634382566586012,85700.0,0.01061320754716981,0.0,0.0,-1551.5774981014547,-1708.1921784848469,156.61468038339217,88889.57545044312,84650.0,80410.42454955688,-58025.81715466268
2013-11-29,85000,85400,84400,84900,27289,0.001179245283018826,84900.0,0.0,-3.0,0.0,-1351.5732187191752,-1636.8683865317125,285.29516781253733,88472.90825466685,84500.0,80527.09174533315,-58320.307696712436
2013-12-02,85300,85700,83900,84900,22658,0.0,83400.0,-0.0176678445229682,-3.0,-3.0,-1179.4721654285677,-1545.3891423110836,365.9169768825159,88104.75568143353,84370.0,80635.24431856647,-58576.479674265865
2013-12-03,84200,86300,84200,84800,26687,-0.0011778563015312216,84800.0,0.0,-3.0,0.0,-1039.1710876034049,-1444.1455313695478,404.97444376614294,87961.48738545616,84305.0,80648.51261454384,-58699.077996002816
2013-12-04,85000,85500,84000,84700,26553,-0.001179245283018826,85000.0,0.0035419126328217238,-3.0,0.0,-925.3833931523113,-1340.3931037261004,415.0097105737891,87523.73488087405,84165.0,80806.26511912595,-58980.506718526696
2013-12-05,84700,85200,84100,84400,13064,-0.0035419126328217754,85000.0,0.0071090047393364926,-3.0,0.0,-849.6194343299285,-1242.2383698468661,392.61893551693765,87060.13157609996,84020.0,80979.86842390004,-59273.36037176662
2013-12-06,84400,86800,84400,86800,57082,0.028436018957346043,83600.0,-0.03686635944700461,-3.0,-3.0,-589.1249431234464,-1111.6156845021821,522.4907413787357,86905.40734718152,83990.0,81074.59265281848,-59341.858778495305
2013-12-09,86500,86700,84900,85700,26760,-0.012672811059907807,82300.0,-0.039673278879813305,-3.0,-3.0,-466.06943071809656,-982.506433745365,516.4370030272685,86590.2808841019,83920.0,81249.7191158981,-59495.516416332226
2013-12-10,85200,87000,84500,87000,35960,0.015169194865811031,81200.0,-0.06666666666666667,-5.0,-5.0,-260.6433804778062,-838.1338230918533,577.4904426140471,86954.07880329315,84010.0,81065.92119670685,-59303.519123756785
2013-12-11,87400,88800,86800,87000,41043,0.0,80900.0,-0.07011494252873564,-5.0,-5.0,-96.72674988523067,-689.8524084505287,593.1256585652981,87391.41544407458,84185.0,80978.58455592542,-58966.505869545676
2013-12-12,87600,87700,85200,85700,24216,-0.014942528735632177,81300.0,-0.051341890315052506,-5.0,-5.0,-70.9034438667295,-566.0626155337688,495.15917166703935,87465.550112844,84375.0,81284.449887156,-58654.48840243292
2013-12-13,85400,86500,85000,85600,14228,-0.001166861143523934,81800.0,-0.04439252336448598,-3.0,-3.0,-57.840700474815094,-464.4182325219781,406.577532047163,87430.08318617864,84575.0,81719.91681382136,-58341.312370549174
2013-12-16,85600,87300,85200,86500,44301,0.010514018691588856,82300.0,-0.048554913294797684,-3.0,-5.0,24.847667715133866,-366.5650524745557,391.4127201896896,87601.38854884164,84765.0,81928.61145115836,-58016.227844613975
2013-12-17,87200,88800,86500,88300,34046,0.020809248554913395,80500.0,-0.08833522083805209,-5.0,-5.0,232.93858105239633,-246.66432576916532,479.60290682156165,88168.25030008517,84940.0,81711.74969991483,-57661.79666150296
2013-12-18,87800,88500,86500,88500,40494,0.0022650056625141968,77900.0,-0.11977401129943503,-10.0,-10.0,409.2726176436554,-115.47693708660117,524.7495547302566,88664.79709548257,85215.0,81765.20290451743,-57157.84837476029
2013-12-19,88800,88800,86700,86800,76689,-0.019209039548022555,78600.0,-0.0944700460829493,-5.0,-10.0,407.14945408816857,-10.95165885164721,418.1011129398158,88801.46167595079,85380.0,81958.53832404921,-56877.16536083411
2013-12-20,87000,88100,86900,87900,42963,0.012672811059907918,80000.0,-0.08987485779294653,-5.0,-5.0,488.5954147887096,88.95775587642416,399.6376589122855,89050.855060971,85615.0,82179.144939029,-56470.04219619119
2013-12-23,88100,88600,86400,86700,17655,-0.013651877133105783,80300.0,-0.07381776239907728,-5.0,-5.0,451.1118180180347,161.3885683047463,289.7232497132884,89033.29676454938,85805.0,82576.70323545062,-56170.355168655915
2013-12-24,86400,87800,86400,87500,18320,0.009227220299884653,80000.0,-0.08571428571428572,-5.0,-5.0,480.42111606929393,225.1950778576558,255.22603821163813,88981.0724529649,86055.0,83128.9275470351,-55779.94622681412
2013-12-26,87500,87600,85600,85600,18395,-0.021714285714285686,80000.0,-0.06542056074766354,-5.0,-5.0,346.34240524256893,249.42454333463843,96.9178619079305,88680.05555493206,86205.0,83729.94444506794,-55581.96647308921
2013-12-27,85600,86000,85100,85200,21422,-0.004672897196261627,78800.0,-0.07511737089201878,-5.0,-5.0,205.4392283242778,240.6274803325663,-35.188252008288515,88660.46710098904,86225.0,83789.53289901096,-55552.8060906617
2013-12-30,85200,85300,83200,84000,27729,-0.014084507042253502,79200.0,-0.05714285714285714,-5.0,-5.0,-3.0226821196702076,191.897447842119,-194.9201299617892,88741.71817341409,86180.0,83618.28182658591,-55613.41755579674
2014-01-02,84800,85800,84200,85000,26117,0.011904761904761862,78100.0,-0.0811764705882353,-5.0,-5.0,-86.54101443763648,136.2097553861679,-222.75076982380438,88737.07758502754,86185.0,83632.92241497246,-55606.09296389859
2014-01-03,85700,85700,84200,84500,14093,-0.00588235294117645,78000.0,-0.07692307692307693,-5.0,-5.0,-190.87542278434557,70.7927197520652,-261.66814253641076,88757.74032700347,86170.0,83582.25967299653,-55627.16024467109
2014-01-06,85400,85400,83800,84700,22197,0.002366863905325367,77500.0,-0.08500590318772137,-5.0,-5.0,-254.4892706595856,5.736321669735034,-260.22559232932065,88757.74032700347,86170.0,83582.25967299653,-55627.16024467109
2014-01-07,84200,86300,84100,85700,51675,0.011806375442739103,77300.0,-0.09801633605600933,-5.0,-10.0,-221.65693756286055,-39.74233017678409,-181.91460738607645,88704.23064941289,86235.0,83765.76935058711,-55531.02370119817
2014-01-08,85800,87200,84800,84900,38350,-0.009334889148191361,76500.0,-0.0989399293286219,-5.0,-10.0,-257.22525849776866,-83.23891584098101,-173.98634265678766,88660.6348406701,86140.0,83619.3651593299,-55687.910353343366
2014-01-09,84900,85700,82900,83400,55010,-0.017667844522968212,76200.0,-0.08633093525179857,-5.0,-5.0,-401.81895429008,-146.9549235308008,-254.8640307592792,88811.30579800566,86025.0,83238.69420199434,-55850.467468391784
2014-01-10,84200,85000,83100,84800,29821,0.01678657074340517,76400.0,-0.09905660377358491,-5.0,-10.0,-398.8445683234895,-197.33285248933856,-201.51171583415095,88712.3380203329,85915.0,83117.6619796671,-56038.64619234622
2014-01-13,85000,85900,84200,85000,36886,0.002358490566037652,76500.0,-0.1,-5.0,-10.0,-376.0145557476935,-233.06919314100955,-142.94536260668397,88592.96688245199,85815.0,83037.03311754801,-56213.671391528216
2014-01-14,85200,85700,83800,85000,58115,0.0,75900.0,-0.10705882352941176,-10.0,-10.0,-353.8427275957365,-257.22390003195494,-96.61882756378157,88580.42853863476,85780.0,82979.57146136524,-56270.99794425245
2014-01-15,85900,86000,83400,83600,77377,-0.016470588235294126,75600.0,-0.09569377990430622,-5.0,-10.0,-444.1201530881226,-294.6031506431885,-149.51700244493412,88637.43131788382,85680.0,82722.56868211618,-56422.305206909194
2014-01-16,83000,83600,82300,82300,109685,-0.015550239234449759,71800.0,-0.1275820170109356,-10.0,-10.0,-613.4928351338749,-358.38108754132577,-255.11174759254914,88744.20219290134,85470.0,82195.79780709866,-56741.789891385044
2014-01-17,82100,82200,80600,81200,143294,-0.013365735115431376,72900.0,-0.1022167487684729,-10.0,-10.0,-826.9501463077904,-452.0948992946187,-374.8552470131717,88616.58535523554,85115.0,81613.41464476446,-57323.304392151025
2014-01-20,80900,81400,80400,80900,104841,-0.003694581280788145,71800.0,-0.11248454882571075,-10.0,-10.0,-1008.6964710587781,-563.4152136474506,-445.2812574113275,88332.92996040778,84735.0,81137.07003959222,-57965.54540789604
2014-01-21,80800,81400,80200,81300,77631,0.0049443757725586845,71000.0,-0.12669126691266913,-10.0,-10.0,-1107.686366848764,-672.2694442877133,-435.4169225610507,88221.59540620731,84460.0,80698.40459379269,-58417.69216052224
2014-01-22,80900,82300,80900,81800,66985,0.006150061500614923,70000.0,-0.14425427872860636,-10.0,-10.0,-1132.7333066631545,-764.3622167628016,-368.3710899003529,87736.32656986207,84155.0,80573.67343013793,-58967.81565892365
2014-01-23,81900,82900,81900,82300,63151,0.006112469437652868,69400.0,-0.15674362089914945,-10.0,-10.0,-1099.5622959004977,-831.4022325903409,-268.16006331015683,87402.72259559498,83935.0,80467.27740440502,-59362.41715901905
2014-01-24,82100,82100,80400,80500,58186,-0.021871202916160404,68700.0,-0.14658385093167703,-10.0,-10.0,-1204.63273138956,-906.0483323501846,-298.5843990393753,86954.43615461103,83585.0,80215.56384538897,-59979.105166462105
2014-01-27,79000,79100,77200,77900,93135,-0.032298136645962705,69400.0,-0.10911424903722722,-10.0,-10.0,-1480.6322722269979,-1020.9651203255473,-459.66715190145055,87251.17266973403,83200.0,79148.82733026597,-60551.246438798764
2014-01-28,78200,78800,77600,78600,54543,0.00898587933247752,69400.0,-0.11704834605597965,-10.0,-10.0,-1624.1574706354877,-1141.6035903875354,-482.5538802479523,87275.49656679017,82870.0,78464.50343320983,-61072.58548051339
2014-01-29,78600,80000,78600,80000,35304,0.01781170483460559,69400.0,-0.1325,-10.0,-10.0,-1606.4161591819138,-1234.5661041464111,-371.8500550355027,87213.17069897224,82670.0,78126.82930102776,-61398.91222838693
2014-02-03,80000,80700,79700,80300,71100,0.00374999999999992,69400.0,-0.1357409713574097,-10.0,-10.0,-1550.2779105025547,-1297.70846541764,-252.56944508491483,86957.95257547544,82435.0,77912.04742452456,-61806.818676520474
2014-02-04,79700,80200,78100,80000,71552,-0.0037359900373599153,69400.0,-0.1325,-10.0,-10.0,-1512.5595913320867,-1340.6786906005293,-171.8809007315574,86747.35605832296,82210.0,77672.64394167704,-62192.82734758883
2014-02-05,80000,80100,79000,80000,72902,0.0,70100.0,-0.12375,-10.0,-10.0,-1465.7710553286306,-1365.6971635461496,-100.07389178248104,86458.69267457082,81975.0,77491.30732542918,-62605.23135733871
2014-02-06,79900,80500,78800,78800,40961,-0.015000000000000013,69900.0,-0.11294416243654823,-10.0,-10.0,-1508.1359225016786,-1394.1849153372555,-113.95100716442312,85973.77715818849,81630.0,77286.22284181151,-63218.89643447184
2014-02-07,79500,79500,78200,79200,52878,0.0050761421319796,76500.0,-0.03409090909090909,-3.0,-3.0,-1492.2322039335268,-1413.7943730565098,-78.43783087701695,85538.55457815921,81345.0,77151.44542184079,-63730.49540145619
2014-02-10,79500,79500,78000,78100,30547,-0.01388888888888884,76000.0,-0.026888604353393086,-3.0,-3.0,-1550.515818115935,-1441.1386620683948,-109.37715604754021,85388.87456303848,81080.0,76771.12543696152,-64171.901398798465
2014-02-11,78400,78700,77800,78000,30196,-0.001280409731113985,76100.0,-0.02435897435897436,-3.0,-3.0,-1586.4871304455592,-1470.2083557438277,-116.27877470173144,84891.33713398466,80740.0,76588.66286601534,-64779.31517506116
2014-02-12,78000,78200,77100,77500,59877,-0.0064102564102563875,79800.0,0.02967741935483871,0.0,1.0,-1636.4761970235268,-1503.4619239997676,-133.0142730237592,84256.15664038341,80365.0,76473.84335961659,-65460.87899968492
2014-02-13,77300,78400,77300,77300,44052,-0.002580645161290307,79800.0,0.03234152652005175,1.0,1.0,-1672.9465346897487,-1537.3588461377637,-135.5876885519849,83462.87237779394,79980.0,76497.12762220606,-66179.60114995236
2014-02-14,77500,77700,76000,76500,132783,-0.010349288486416586,78900.0,0.03137254901960784,1.0,1.0,-1746.2729071098438,-1579.1416583321798,-167.13124877766404,83005.45854877707,79625.0,76244.54145122293,-66805.46520213938
2014-02-17,76300,77000,75500,76200,175143,-0.0039215686274509665,78800.0,0.03412073490813648,1.0,1.0,-1807.7534221727692,-1624.8640111002976,-182.8894110724716,82779.82658524961,79320.0,75860.17341475039,-67320.67395254792
2014-02-18,76200,76800,75800,76400,56185,0.002624671916010568,77100.0,0.009162303664921465,-3.0,0.0,-1819.3663223255135,-1663.7644733453408,-155.6018489801727,82649.0895197515,79080.0,75510.9104802485,-67719.7894087242
2014-02-19,76300,76600,76000,76500,67067,0.0013089005235602524,77800.0,0.01699346405228758,0.0,0.0,-1799.7540210511652,-1690.9623828865056,-108.79163816465962,82495.05158147721,78860.0,75224.94841852279,-68090.24371113259
2014-02-20,76200,76500,75600,75900,94852,-0.007843137254901933,77400.0,0.019762845849802372,0.0,0.0,-1811.74148847381,-1715.1182040039664,-96.62328446984361,82262.00217864859,78590.0,74917.99782135141,-68550.80946886372
2014-02-21,75700,76200,75500,75600,64058,-0.0039525691699604515,77300.0,0.022486772486772486,0.0,0.0,-1824.418376187008,-1736.9782384405748,-87.44013774643327,81861.39637571716,78280.0,74698.60362428284,-69097.49651635924
2014-02-24,75700,75800,71800,71800,160674,-0.050264550264550234,78200.0,0.08913649025069638,1.0,3.0,-2116.6932212479296,-1812.9212350020457,-303.7719862458839,81864.73235138251,77755.0,73645.26764861749,-69931.65473649804
2014-02-25,72200,72900,71900,72900,94678,0.01532033426183843,77900.0,0.06858710562414266,1.0,1.0,-2233.8123366517975,-1897.099455331996,-336.71288131980145,81793.08782167127,77375.0,72956.91217832873,-70545.38552622253
2014-02-26,73100,73400,71800,71800,72668,-0.015089163237311354,78700.0,0.09610027855153204,1.0,3.0,-2387.865064257101,-1995.2525771170172,-392.6124871400839,82100.74547159762,77070.0,72039.25452840238,-70988.87999252773
2014-02-27,72000,72100,70900,71000,70227,-0.011142061281337101,76900.0,0.08309859154929577,1.0,3.0,-2545.1671720474988,-2105.2354961031133,-439.93167594438546,82314.19772056425,76690.0,71065.80227943575,-71564.27230562104
