Date,open,high,low,close,volume,change,ma5,ma10,ma20,ma60,ma120,upperband,middleband,lowerband
2019-01-21,42700,42750,41900,42750,11355701,0.010638297872340496,41910.0,40760.0,39577.5,41340.833333333336,43454.583333333336,42689.00686966942,39577.5,36465.99313033058
2019-01-22,42750,42850,41850,42150,9964356,-0.01403508771929829,42120.0,41165.0,39752.5,41360.0,43421.25,43025.18620555042,39752.5,36479.81379444958
2019-01-23,41350,42250,41350,42000,11071079,-0.003558718861209953,42230.0,41405.0,39920.0,41376.666666666664,43380.416666666664,43291.26089171396,39920.0,36548.73910828604
2019-01-24,43050,43100,42350,43050,14747623,0.02499999999999991,42450.0,41730.0,40132.5,41404.166666666664,43348.333333333336,43723.22067975219,40132.5,36541.77932024781
2019-01-25,44300,44750,43750,44750,22789395,0.03948896631823451,42940.0,42155.0,40452.5,41444.166666666664,43333.75,44466.534753212785,40452.5,36438.465246787215
2019-01-28,45000,45500,44600,45050,17998914,0.006703910614525244,43400.0,42655.0,40792.5,41488.333333333336,43323.75,45140.749647846824,40792.5,36444.250352153176
2019-01-29,45050,45500,44350,45500,16215017,0.009988901220865598,44070.0,43095.0,41132.5,41544.166666666664,43315.0,45823.05167331093,41132.5,36441.94832668907
2019-01-30,44800,46400,44800,46400,17505980,0.01978021978021971,44950.0,43590.0,41515.0,41581.666666666664,43322.083333333336,46597.33214184197,41515.0,36432.66785815803
2019-01-31,46650,47050,46150,46150,21621145,-0.0053879310344827624,45570.0,44010.0,41942.5,41620.833333333336,43325.416666666664,47073.80344064742,41942.5,36811.19655935258
2019-02-01,46650,46950,46250,46350,13832454,0.004333694474539573,45890.0,44415.0,42387.5,41664.166666666664,43330.0,47426.03897474258,42387.5,37348.96102525742
2019-02-07,46800,47100,46200,46200,15872001,-0.003236245954692518,46120.0,44760.0,42760.0,41700.833333333336,43325.833333333336,47769.25144108379,42760.0,37750.74855891621
2019-02-08,45700,45700,44650,44800,12689196,-0.030303030303030276,45980.0,45025.0,43095.0,41713.333333333336,43309.166666666664,47692.05340408397,43095.0,38497.94659591603
2019-02-11,44500,45000,44250,45000,11125044,0.0044642857142858094,45700.0,45325.0,43365.0,41725.0,43293.333333333336,47738.11102077228,43365.0,38991.88897922772
2019-02-12,44650,46250,44650,46050,13184367,0.023333333333333428,45680.0,45625.0,43677.5,41739.166666666664,43298.75,47876.723142439565,43677.5,39478.276857560435
2019-02-13,46400,46700,46000,46200,11299738,0.0032573289902280145,45650.0,45770.0,43962.5,41767.5,43308.333333333336,48032.128361410905,43962.5,39892.871638589095
2019-02-14,46600,47500,46150,47500,17259341,0.02813852813852824,45910.0,46015.0,44335.0,41824.166666666664,43327.916666666664,48265.40710359627,44335.0,40404.59289640373
2019-02-15,46750,46850,45650,46050,10554643,-0.030526315789473735,46160.0,46070.0,44582.5,41854.166666666664,43342.916666666664,48283.61807431214,44582.5,40881.38192568786
2019-02-18,46500,46850,45850,46200,8183728,0.0032573289902280145,46400.0,46050.0,44820.0,41890.833333333336,43360.416666666664,48288.91914002042,44820.0,41351.08085997958
2019-02-19,45850,46150,45450,45950,6741395,-0.005411255411255422,46380.0,46030.0,45020.0,41929.166666666664,43377.916666666664,48257.49903474889,45020.0,41782.50096525111
2019-02-20,46750,47100,46500,46900,11506720,0.020674646354733373,46520.0,46085.0,45250.0,41997.5,43395.416666666664,48331.720298794164,45250.0,42168.279701205836
2019-02-21,46500,47200,46200,46950,8694009,0.0010660980810235365,46410.0,46160.0,45460.0,42078.333333333336,43402.5,48400.8502171991,45460.0,42519.1497828009
