Date,open,high,low,close,volume,change,ma5,ma10,ma20,ma60,ma120,upperband,middleband,lowerband
2019-02-22,46500,47150,46450,47150,6895772,0.004259850905218299,46630.0,46395.0,45710.0,42156.666666666664,43410.416666666664,48313.57446599862,45710.0,43106.42553400138
2019-02-25,47400,47550,47050,47350,7484716,0.0042417815482502785,46860.0,46630.0,45977.5,42239.166666666664,43420.416666666664,48045.70574411735,45977.5,43909.29425588265
2019-02-26,47350,47450,46500,46750,7985547,-0.012671594508975703,47020.0,46700.0,46162.5,42308.333333333336,43424.166666666664,47758.07983191065,46162.5,44566.92016808935
2019-02-27,47000,47250,46750,46750,8045211,0.0,46990.0,46755.0,46262.5,42370.0,43425.833333333336,47737.58474332833,46262.5,44787.41525667167
2019-02-28,46400,46500,45100,45100,23569321,-0.03529411764705881,46620.0,46515.0,46265.0,42402.5,43411.666666666664,47732.00374914313,46265.0,44797.99625085687
2019-03-04,46000,46100,44800,44850,12926539,-0.005543237250554278,46160.0,46395.0,46232.5,42430.833333333336,43388.333333333336,47791.75462962276,46232.5,44673.24537037724
2019-03-05,44600,45100,44150,44250,10612405,-0.013377926421404673,45540.0,46200.0,46125.0,42470.833333333336,43353.333333333336,47904.185206773036,46125.0,44345.814793226964
2019-03-06,44000,44300,43700,44000,10202544,-0.005649717514124242,44990.0,46005.0,46017.5,42483.333333333336,43324.583333333336,48023.06101876757,46017.5,44011.93898123243
2019-03-07,43400,44950,43400,44450,11049749,0.010227272727272751,44530.0,45760.0,45922.5,42521.666666666664,43297.916666666664,48033.29961152166,45922.5,43811.70038847834
2019-03-08,44450,44800,43800,43800,7729069,-0.01462317210348707,44270.0,45445.0,45802.5,42560.833333333336,43274.583333333336,48101.08108406034,45802.5,43503.91891593966
2019-03-11,44400,44450,43650,43650,10717408,-0.003424657534246589,44030.0,45095.0,45745.0,42613.333333333336,43254.166666666664,48193.6526907669,45745.0,43296.3473092331
2019-03-12,44300,44950,44150,44650,11431977,0.02290950744558984,44110.0,44825.0,45727.5,42675.0,43252.083333333336,48202.065618447006,45727.5,43252.934381552994
2019-03-13,44250,44450,43700,43850,8108343,-0.017917133258678608,44080.0,44535.0,45617.5,42735.833333333336,43238.333333333336,48217.36057318465,45617.5,43017.63942681535
2019-03-14,43700,44300,43550,43850,18039161,0.0,43960.0,44245.0,45500.0,42795.833333333336,43228.333333333336,48194.62427807663,45500.0,42805.37572192337
2019-03-15,43800,44250,43700,44200,16814163,0.007981755986316896,44040.0,44155.0,45335.0,42858.333333333336,43225.416666666664,47921.5227623201,45335.0,42748.4772376799
2019-03-18,43950,44150,43450,43700,8188876,-0.011312217194570096,44050.0,44040.0,45217.5,42920.0,43222.5,47875.934689812784,45217.5,42559.065310187216
2019-03-19,43750,43900,43550,43900,7609563,0.004576659038901587,43900.0,44005.0,45102.5,43002.5,43206.25,47779.90079181283,45102.5,42425.09920818717
2019-03-20,43800,44200,43100,44050,9846242,0.003416856492027387,43940.0,44010.0,45007.5,43084.166666666664,43197.083333333336,47692.69552360717,45007.5,42322.30447639283
2019-03-21,44600,46250,44050,45850,21138016,0.04086265607264483,44340.0,44150.0,44955.0,43200.0,43200.0,47528.888109456195,44955.0,42381.111890543805
2019-03-22,46850,47000,46250,46550,12535911,0.01526717557251911,44810.0,44425.0,44935.0,43324.166666666664,43203.333333333336,47452.16109933393,44935.0,42417.83890066607
2019-03-25,45300,45650,44800,45500,8699728,-0.022556390977443663,45170.0,44610.0,44852.5,43438.333333333336,43188.75,47174.45499525723,44852.5,42530.54500474277
2019-03-26,45500,45700,44900,45250,9729811,-0.005494505494505475,45440.0,44670.0,44747.5,43548.333333333336,43170.833333333336,46780.103010919745,44747.5,42714.896989080255
2019-03-27,44750,45600,44250,45350,9568081,0.0022099447513812542,45700.0,44820.0,44677.5,43657.5,43152.916666666664,46516.65061917179,44677.5,42838.34938082821
2019-03-28,44950,45200,44300,44850,6821306,-0.011025358324145529,45500.0,44920.0,44582.5,43765.833333333336,43139.583333333336,46161.51076627109,44582.5,43003.48923372891
